Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2021
42140;Marols;459
42141;Mars;565
42142;Merle-Leignec;324
42143;Mizérieux;514
42145;Montagny;1100
42146;Montarcher;64
42147;Montbrison;16064
42148;Montchal;503
42149;Montrond-les-Bains;5550
42150;Montverdun;1322
42151;Mornand-en-Forez;419
42152;Nandax;561
42153;Neaux;477
42154;Néronde;474
42155;Nervieux;1016
42156;Neulise;1367
42157;Noailly;804
42158;Les Noës;208
42159;Noirétable;1582
42160;Nollieux;187
42161;Notre-Dame-de-Boisset;575
42162;Ouches;1147
42163;La Pacaudière;1050
42164;Palogneux;68
42165;Panissières;2862
42166;Parigny;628
42167;Pavezin;387
42168;Pélussin;3682
42169;Périgneux;1605
42170;Perreux;2099
42171;Pinay;284
42172;Planfoy;1070
42173;Pommiers-en-Forez;365
42174;Poncins;1218
42175;Pouilly-lès-Feurs;1206
42176;Pouilly-les-Nonains;2209
42177;Pouilly-sous-Charlieu;2576
42178;Pradines;887
42179;Pralong;858
42180;Précieux;1033
42181;Régny;1469
42182;Renaison;3200
42183;La Ricamarie;8046
42184;Riorges;11045
42185;Rivas;724
42186;Rive-de-Gier;15214
42187;Roanne;34762
42188;Roche;253
42189;Roche-la-Molière;9863
42191;Roisey;999
42192;Rozier-Côtes-d'Aurec;426
42193;Rozier-en-Donzy;1422
42194;Sail-les-Bains;204
42195;Sail-sous-Couzan;989
42196;Sainte-Agathe-en-Donzy;117
42197;Sainte-Agathe-la-Bouteresse;1045
42198;Saint-Alban-les-Eaux;912
42199;Saint-André-d'Apchon;1912
42200;Saint-André-le-Puy;1515
42201;Saint-Appolinard;699
42202;Saint-Barthélemy-Lestra;681
42203;Saint-Bonnet-des-Quarts;326
42204;Saint-Bonnet-le-Château;1477
42205;Saint-Bonnet-le-Courreau;686
42206;Saint-Bonnet-les-Oules;1768
42207;Saint-Chamond;35068
42208;Saint-Christo-en-Jarez;1896
42209;Sainte-Colombe-sur-Gand;388
42210;Sainte-Croix-en-Jarez;484
42211;Saint-Cyprien;2431
42212;Saint-Cyr-de-Favières;1019
42213;Saint-Cyr-de-Valorges;312
42214;Saint-Cyr-les-Vignes;1057
42215;Saint-Denis-de-Cabanne;1259
42216;Saint-Denis-sur-Coise;676
42217;Saint-Didier-sur-Rochefort;458
42218;Saint-Étienne;172718
42219;Saint-Étienne-le-Molard;1032
42220;Saint-Forgeux-Lespinasse;602
42221;Sainte-Foy-Saint-Sulpice;548
42222;Saint-Galmier;5842
42223;Saint-Genest-Lerpt;6183
42224;Saint-Genest-Malifaux;2917
42225;Genilac;3843
42226;Saint-Georges-de-Baroille;444
42227;Saint-Georges-en-Couzan;400
42228;Saint-Georges-Haute-Ville;1462
42229;Saint-Germain-la-Montagne;220
42230;Saint-Germain-Laval;1604
42231;Saint-Germain-Lespinasse;1219
42232;Saint-Haon-le-Châtel;633
42233;Saint-Haon-le-Vieux;955
42234;Saint-Héand;3686
42235;Saint-Hilaire-Cusson-la-Valmitte;329
42236;Saint-Hilaire-sous-Charlieu;533
42237;Saint-Jean-Bonnefonds;6611
42238;Saint-Jean-la-Vêtre;317
42239;Saint-Jean-Saint-Maurice-sur-Loire;1155
42240;Saint-Jean-Soleymieux;848
42241;Saint-Jodard;392
42242;Saint-Joseph;1972
42243;Saint-Julien-d'Oddes;288
42245;Vêtre-sur-Anzon;572
42246;Saint-Julien-Molin-Molette;1137
42247;Saint-Just-en-Bas;282
42248;Saint-Just-en-Chevalet;1123
42249;Saint-Just-la-Pendue;1652
42251;Saint-Laurent-la-Conche;566
42252;Saint-Laurent-Rochefort;251
42253;Saint-Léger-sur-Roanne;1162
42254;Saint-Marcel-de-Félines;787
42255;Saint-Marcel-d'Urfé;274
42256;Saint-Marcellin-en-Forez;5060
42257;Saint-Martin-d'Estréaux;845
42259;Saint-Martin-la-Plaine;3784
42260;Saint-Martin-la-Sauveté;878
42261;Saint-Martin-Lestra;910
42262;Saint-Maurice-en-Gourgois;1822
42264;Saint-Médard-en-Forez;961
42265;Saint-Michel-sur-Rhône;867
42266;Saint-Nizier-de-Fornas;656
42267;Saint-Nizier-sous-Charlieu;1694
42268;Vézelin-sur-Loire;809
42269;Saint-Paul-d'Uzore;187
42270;Saint-Paul-en-Cornillon;1345
42271;Saint-Paul-en-Jarez;4771
42272;Saint-Pierre-de-Bœuf;1698
42273;Saint-Pierre-la-Noaille;385
42274;Saint-Polgues;269
42275;Saint-Priest-en-Jarez;6164
42276;Saint-Priest-la-Prugne;422
42277;Saint-Priest-la-Roche;338
42278;Saint-Priest-la-Vêtre;141
42279;Saint-Just-Saint-Rambert;15419
42280;Saint-Régis-du-Coin;412
42281;Saint-Rirand;129
42282;Saint-Romain-d'Urfé;237
42283;Saint-Romain-en-Jarez;1211
42284;Saint-Romain-la-Motte;1411
42285;Saint-Romain-le-Puy;4108
42286;Saint-Romain-les-Atheux;942
42287;Saint-Sauveur-en-Rue;1085
42288;Saint-Sixte;701
42289;Saint-Symphorien-de-Lay;1949
42290;Saint-Thomas-la-Garde;593
42293;Saint-Victor-sur-Rhins;1187
42294;Saint-Vincent-de-Boisset;975
42295;Les Salles;566
42296;Salt-en-Donzy;546
42297;Salvizinet;615
42298;Sauvain;370
42299;Savigneux;3468
42300;Sevelinges;648
42301;Soleymieux;708
42302;Sorbiers;8042
42303;Souternon;257
42304;Sury-le-Comtal;6681
42305;La Talaudière;7073
42306;Tarentaise;500
42307;Tartaras;920
42308;La Terrasse-sur-Dorlay;771
42310;Thélis-la-Combe;143
42311;La Tour-en-Jarez;1473
42312;La Tourette;627
42313;Trelins;670
42314;La Tuilière;279
42315;Unias;430
42316;Unieux;8479
42317;Urbise;119
42318;Usson-en-Forez;1474
42319;Valeille;682
42320;Valfleury;709
42321;La Valla-sur-Rochefort;101
42322;La Valla-en-Gier;1092
42323;Veauche;8992
42324;Veauchette;1202
42325;Vendranges;384
42326;Véranne;903
42327;Vérin;655
42328;Verrières-en-Forez;723
42329;La Versanne;377
42330;Villars;7783
42331;Villemontais;1031
42332;Villerest;5170
42333;Villers;596
42334;Violay;1215
42335;Viricelles;447
42336;Virigneux;626
42337;Vivans;220
42338;Vougy;1506
42339;Chausseterre;214
43001;Agnat;173
43002;Aiguilhe;1469
43003;Allègre;861
43004;Alleyrac;118
43005;Alleyras;153
43006;Ally;125
43007;Araules;608
43008;Arlempdes;141
43009;Arlet;23
43010;Arsac-en-Velay;1208
43011;Aubazat;179
43012;Aurec-sur-Loire;6171
43013;Vissac-Auteyrac;302
43014;Autrac;52
43015;Auvers;48
43016;Auzon;889
43017;Azérat;295
43018;Bains;1382
43019;Barges;113
43020;Bas-en-Basset;4546
43021;Beaulieu;1046
43022;Beaumont;268
43023;Beaune-sur-Arzon;206
43024;Beaux;845
43025;Beauzac;2971
43026;Bellevue-la-Montagne;447
43027;Berbezit;44
43028;Bessamorel;464
43029;La Besseyre-Saint-Mary;100
43030;Blanzac;441
43031;Blassac;131
43032;Blavozy;1706
43033;Blesle;626
43034;Boisset;370
43035;Bonneval;83
43036;Borne;408
43037;Le Bouchet-Saint-Nicolas;276
43038;Bournoncle-Saint-Pierre;1027
43039;Le Brignon;612
43040;Brioude;6518
43041;Brives-Charensac;4246
43042;Cayres;696
43043;Céaux-d'Allègre;479
43044;Cerzat;205
43045;Ceyssac;435
43046;Chadrac;2463
43047;Chadron;340
43048;La Chaise-Dieu;601
43049;Chamalières-sur-Loire;507
43050;Chambezon;128
43051;Le Chambon-sur-Lignon;2400
43052;Champagnac-le-Vieux;186
43053;Champclause;204
43054;Chanaleilles;172
43055;Chaniat;162
43056;Chanteuges;414
43057;La Chapelle-Bertin;49
43058;La Chapelle-d'Aurec;1109
43059;La Chapelle-Geneste;110
43060;Charraix;67
43061;Chaspinhac;887
43062;Chaspuzac;823
43063;Chassagnes;157
43064;Chassignolles;65
43065;Chastel;118
43066;Chaudeyrolles;125
43067;Chavaniac-Lafayette;268
43068;Chazelles;32
43069;Chenereilles;300
43070;Chilhac;170
43071;Chomelix;457
43072;La Chomette;152
43073;Cistrières;130
43074;Cohade;873
43075;Collat;72
43076;Connangles;132
43077;Costaros;547
43078;Coubon;3177
43079;Couteuges;291
43080;Craponne-sur-Arzon;1986
43082;Cronce;70
43083;Cubelles;149
43084;Cussac-sur-Loire;1663
43085;Desges;56
43086;Domeyrat;172
43087;Dunières;2631
43088;Espalem;334
43089;Espaly-Saint-Marcel;3547
43090;Esplantas-Vazeilles;126
43091;Les Estables;321
43092;Fay-sur-Lignon;354
43093;Félines;310
43094;Ferrussac;78
43095;Fix-Saint-Geneys;140
43096;Fontannes;880
43097;Freycenet-la-Cuche;105
43098;Freycenet-la-Tour;110
43099;Frugerès-les-Mines;555
43100;Frugières-le-Pin;181
43101;Goudet;66
43102;Grazac;1122
43103;Grenier-Montgon;111
43104;Grèzes;188
43105;Javaugues;178
43106;Jax;140
43107;Josat;81
43108;Jullianges;436
43109;Lafarre;79
43110;Lamothe;834
43111;Landos;873
43112;Langeac;3437
43113;Lantriac;1938
43114;Lapte;1740
43115;Laussonne;1017
43116;Laval-sur-Doulon;62
43117;Lavaudieu;247
43118;Lavoûte-Chilhac;261
43119;Lavoûte-sur-Loire;821
43120;Lempdes-sur-Allagnon;1307
43121;Léotoing;212
43122;Lissac;293
43123;Lorlanges;410
43124;Loudes;946
43125;Lubilhac;95
43126;Malrevers;765
43127;Malvalette;870
43128;Malvières;140
43129;Le Mas-de-Tence;147
43130;Mazet-Saint-Voy;1112
43131;Mazerat-Aurouze;193
43132;Mazeyrat-d'Allier;1434
43133;Mercœur;145
43134;Mézères;157
43135;Le Monastier-sur-Gazeille;1762
43136;Monistrol-d'Allier;216
43137;Monistrol-sur-Loire;8925
43138;Monlet;410
43139;Montclard;53
43140;Le Monteil;679
43141;Montfaucon-en-Velay;1143
43142;Montregard;597
43143;Montusclat;125
43144;Moudeyres;100
43145;Ouides;54
43147;Paulhac;623
43148;Paulhaguet;859
43149;Pébrac;116
43150;Le Pertuis;508
43151;Pinols;185
43152;Polignac;2831
43153;Pont-Salomon;1876
43154;Pradelles;540
43155;Prades;66
43156;Présailles;112
43157;Le Puy-en-Velay;18629
43158;Queyrières;354
43159;Raucoules;944
43160;Rauret;198
43162;Retournac;2977
43163;Riotord;1184
43164;Roche-en-Régnier;476
43165;Rosières;1523
43166;Saint-André-de-Chalencon;381
43167;Saint-Arcons-d'Allier;194
43168;Saint-Arcons-de-Barges;116
43169;Saint-Austremoine;52
43170;Saint-Beauzire;450
43171;Saint-Bérain;86
43172;Saint-Bonnet-le-Froid;214
43173;Saint-Christophe-d'Allier;89
43174;Saint-Christophe-sur-Dolaison;942
43175;Saint-Cirgues;165
43177;Saint-Didier-en-Velay;3480
43178;Saint-Didier-sur-Doulon;195
43180;Saint-Étienne-du-Vigan;92
43181;Saint-Étienne-Lardeyrol;750
43182;Saint-Étienne-sur-Blesle;53
43183;Sainte-Eugénie-de-Villeneuve;111
43184;Saint-Ferréol-d'Auroure;2462
43185;Sainte-Florine;3253
43186;Saint-Front;409
43187;Saint-Geneys-près-Saint-Paulien;325
43188;Saint-Georges-d'Aurac;475
43189;Saint-Georges-Lagricol;520
43190;Saint-Germain-Laprade;3528
43191;Saint-Géron;244
43192;Saint-Haon;279
43193;Saint-Hilaire;160
43194;Saint-Hostien;698
43195;Saint-Ilpize;184
43196;Saint-Jean-d'Aubrigoux;180
43197;Saint-Jean-de-Nay;342
43198;Saint-Jean-Lachalm;301
43199;Saint-Jeures;972
43200;Saint-Julien-Chapteuil;2017
43201;Saint-Julien-d'Ance;247
43202;Saint-Julien-des-Chazes;60
43203;Saint-Julien-du-Pinet;492
43204;Saint-Julien-Molhesabate;168
43205;Saint-Just-Malmont;4217
43206;Saint-Just-près-Brioude;401
43207;Saint-Laurent-Chabreuges;254
43208;Sainte-Marguerite;39
43210;Saint-Martin-de-Fugères;231
43211;Saint-Maurice-de-Lignon;2643
43212;Saint-Pal-de-Chalencon;1002
43213;Saint-Pal-de-Mons;2291
43214;Saint-Pal-de-Senouire;110
43215;Saint-Paul-de-Tartas;182
43216;Saint-Paulien;2420
43217;Saint-Pierre-du-Champ;544
43218;Saint-Pierre-Eynac;1213
43219;Saint-Préjet-Armandon;115
43220;Saint-Préjet-d'Allier;176
43221;Saint-Privat-d'Allier;397
43222;Saint-Privat-du-Dragon;166
43223;Saint-Romain-Lachalm;1109
43224;Sainte-Sigolène;6023
43225;Saint-Vénérand;56
43226;Saint-Vert;107
43227;Saint-Victor-Malescours;810
43228;Saint-Victor-sur-Arlanc;90
43229;Saint-Vidal;609
43230;Saint-Vincent;1053
43231;Salettes;148
43232;Salzuit;340
43233;Sanssac-l'Église;1076
43234;Saugues;1681
43236;La Séauve-sur-Semène;1481
43237;Sembadel;233
43238;Séneujols;296
43239;Siaugues-Sainte-Marie;816
43240;Solignac-sous-Roche;264
43241;Solignac-sur-Loire;1283
43242;Tailhac;68
43244;Tence;3123
43245;Thoras;226
43246;Tiranges;454
43247;Torsiac;69
43249;Valprivas;528
43250;Vals-le-Chastel;40
43251;Vals-près-le-Puy;3402
43252;Varennes-Saint-Honorat;25
43253;Les Vastres;191
43254;Vazeilles-Limandre;266
43256;Venteuges;342
43257;Vergezac;486
43258;Vergongheon;1799
43259;Vernassal;364
43260;Le Vernet;22
43261;Vézézoux;626
43262;Vieille-Brioude;1219
43263;Vielprat;67
43264;Villeneuve-d'Allier;283
43265;Les Villettes;1449
43267;Vorey;1444
43268;Yssingeaux;7345
44001;Abbaretz;2043
44002;Aigrefeuille-sur-Maine;4068
44003;Ancenis-Saint-Géréon;11099
44005;Chaumes-en-Retz;7184
44006;Assérac;1880
44007;Avessac;2450
44009;Basse-Goulaine;9555
44010;Batz-sur-Mer;2823
44012;La Bernerie-en-Retz;3364
44013;Besné;3284
44014;Le Bignon;3957
44015;Blain;10187
44016;La Boissière-du-Doré;1097
44018;Bouaye;8144
44019;Bouée;1072
44020;Bouguenais;20410
44021;Villeneuve-en-Retz;5003
44022;Boussay;2773
44023;Bouvron;3069
44024;Brains;2811
44025;Campbon;4005
44026;Carquefou;20510
44027;Casson;2540
44028;Le Cellier;3992
44029;Divatte-sur-Loire;7057
44030;La Chapelle-des-Marais;4386
44031;La Chapelle-Glain;807
44032;La Chapelle-Heulin;3420
44033;La Chapelle-Launay;3221
44035;La Chapelle-sur-Erdre;20331
44036;Châteaubriant;12189
44037;Château-Thébaud;3147
44038;Chauvé;3000
44039;Cheix-en-Retz;1162
44041;La Chevrolière;6144
44043;Clisson;7465
44044;Conquereuil;1077
44045;Cordemais;3880
44046;Corsept;2636
44047;Couëron;23057
44048;Couffé;2535
44049;Le Croisic;4107
44050;Crossac;2997
44051;Derval;3556
44052;Donges;8113
44053;Drefféac;2288
44054;Erbray;3058
44055;La Baule-Escoublac;16468
44056;Fay-de-Bretagne;3750
44057;Fégréac;2283
44058;Fercé;487
44061;Frossay;3248
44062;Le Gâvre;1861
44063;Gétigné;3770
44064;Gorges;4976
44065;Grand-Auverné;767
44066;Grandchamp-des-Fontaines;6759
44067;Guémené-Penfao;5240
44068;Guenrouet;3480
44069;Guérande;16151
44070;La Haie-Fouassière;4710
44071;Haute-Goulaine;5958
44072;Herbignac;7133
44073;Héric;6472
44074;Indre;4130
44075;Issé;1794
44076;Jans;1399
44077;Joué-sur-Erdre;2693
44078;Juigné-des-Moutiers;329
44079;Le Landreau;3160
44080;Lavau-sur-Loire;770
44081;Legé;4701
44082;Ligné;5451
44083;La Limouzinière;2477
44084;Le Loroux-Bottereau;8649
44085;Louisfert;956
44086;Lusanger;1055
44087;Machecoul-Saint-Même;7642
44088;Maisdon-sur-Sèvre;3047
44089;Malville;3627
44090;La Marne;1592
44091;Marsac-sur-Don;1526
44092;Massérac;677
44094;Mauves-sur-Loire;3312
44095;La Meilleraye-de-Bretagne;1568
44096;Mésanger;4704
44097;Mesquer;2112
44098;Missillac;5529
44099;Moisdon-la-Rivière;1962
44100;Monnières;2329
44101;La Montagne;6488
44102;Montbert;3305
44103;Montoir-de-Bretagne;7252
44104;Montrelais;827
44105;Mouais;360
44106;Les Moutiers-en-Retz;1827
44107;Mouzeil;1973
44108;Mouzillon;2883
44109;Nantes;323204
44110;Nort-sur-Erdre;9327
44111;Notre-Dame-des-Landes;2310
44112;Noyal-sur-Brutz;581
44113;Nozay;4228
44114;Orvault;27872
44115;Oudon;3925
44116;Paimbœuf;3015
44117;Le Pallet;3335
44118;Pannecé;1439
44119;Paulx;2023
44120;Le Pellerin;5358
44121;Petit-Auverné;430
44122;Petit-Mars;3841
44123;Pierric;1004
44124;Le Pin;790
44125;Piriac-sur-Mer;2516
44126;La Plaine-sur-Mer;4478
44127;La Planche;2799
44128;Plessé;5257
44129;Pontchâteau;11075
44130;Pont-Saint-Martin;6780
44131;Pornic;17910
44132;Pornichet;12121
44133;Port-Saint-Père;3013
44134;Pouillé-les-Côteaux;1067
44135;Le Pouliguen;4005
44136;Préfailles;1223
44137;Prinquiau;3522
44138;Puceul;1136
44139;Quilly;1488
44140;La Regrippière;1506
44141;La Remaudière;1282
44142;Remouillé;1941
44143;Rezé;42998
44144;Riaillé;2358
44145;Rouans;3203
44146;Rougé;2146
44148;Ruffigné;708
44149;Saffré;4036
44150;Saint-Aignan-Grandlieu;3986
44151;Saint-André-des-Eaux;6881
44152;Sainte-Anne-sur-Brivet;2996
44153;Saint-Aubin-des-Châteaux;1740
44154;Saint-Brevin-les-Pins;14411
44155;Saint-Colomban;3485
44156;Corcoué-sur-Logne;3152
44157;Saint-Étienne-de-Mer-Morte;1742
44158;Saint-Étienne-de-Montluc;7658
44159;Saint-Fiacre-sur-Maine;1241
44161;Saint-Gildas-des-Bois;3780
44162;Saint-Herblain;49537
44163;Vair-sur-Loire;4828
44164;Saint-Hilaire-de-Chaléons;2353
44165;Saint-Hilaire-de-Clisson;2378
44166;Saint-Jean-de-Boiseau;5982
44168;Saint-Joachim;4139
44169;Saint-Julien-de-Concelles;7653
44170;Saint-Julien-de-Vouvantes;955
44171;Saint-Léger-les-Vignes;2056
44172;Sainte-Luce-sur-Loire;15527
44173;Saint-Lumine-de-Clisson;2141
44174;Saint-Lumine-de-Coutais;2357
44175;Saint-Lyphard;5104
44176;Saint-Malo-de-Guersac;3188
44178;Saint-Mars-de-Coutais;2645
44179;Saint-Mars-du-Désert;5299
44180;Vallons-de-l'Erdre;6559
44182;Saint-Michel-Chef-Chef;5324
44183;Saint-Molf;2848
44184;Saint-Nazaire;72057
44185;Saint-Nicolas-de-Redon;3279
44186;Sainte-Pazanne;7218
44187;Saint-Père-en-Retz;4620
44188;Saint-Philbert-de-Grand-Lieu;9388
44189;Sainte-Reine-de-Bretagne;2414
44190;Saint-Sébastien-sur-Loire;28283
44192;Saint-Viaud;2764
44193;Saint-Vincent-des-Landes;1529
44194;Sautron;8512
44195;Savenay;9350
44196;Sévérac;1673
44197;Sion-les-Mines;1647
44198;Les Sorinières;9031
44199;Soudan;1981
44200;Soulvache;339
44201;Sucé-sur-Erdre;7366
44202;Teillé;1812
44203;Le Temple-de-Bretagne;2036
44204;Thouaré-sur-Loire;10783
44205;Les Touches;2577
44206;Touvois;1913
44207;Trans-sur-Erdre;1114
44208;Treffieux;956
44209;Treillières;10230
44210;Trignac;8106
44211;La Turballe;4864
44212;Vallet;9468
44213;Loireauxence;7517
44214;Vay;2052
44215;Vertou;26002
44216;Vieillevigne;4070
44217;Vigneux-de-Bretagne;6480
44218;Villepot;683
44220;Vue;1673
44221;La Chevallerais;1549
44222;La Roche-Blanche;1245
44223;Geneston;3697
44224;La Grigonnais;1761
45001;Adon;195
45002;Aillant-sur-Milleron;370
45004;Amilly;13267
45005;Andonville;257
45006;Ardon;1165
45008;Artenay;1983
45009;Aschères-le-Marché;1142
45010;Ascoux;1071
45011;Attray;209
45012;Audeville;180
45013;Augerville-la-Rivière;220
45014;Aulnay-la-Rivière;499
45015;Autruy-sur-Juine;714
45016;Autry-le-Châtel;894
45017;Auvilliers-en-Gâtinais;336
45018;Auxy;959
45019;Baccon;647
45020;Le Bardon;976
45021;Barville-en-Gâtinais;302
45022;Batilly-en-Gâtinais;442
45023;Batilly-en-Puisaye;107
45024;Baule;2025
45025;Bazoches-les-Gallerandes;1504
45026;Bazoches-sur-le-Betz;972
45027;Beauchamps-sur-Huillard;386
45028;Beaugency;7598
45029;Beaulieu-sur-Loire;1767
45030;Beaune-la-Rolande;1998
45031;Bellegarde;1435
45032;Le Bignon-Mirabeau;311
45033;Boësses;374
45034;Boigny-sur-Bionne;2094
45035;Boiscommun;1134
45036;Boismorand;847
45037;Boisseaux;511
45038;Bondaroy;416
45039;Bonnée;702
45040;Bonny-sur-Loire;1842
45041;Bordeaux-en-Gâtinais;108
45042;Les Bordes;1871
45043;Bou;1011
45044;Bougy-lez-Neuville;158
45045;Bouilly-en-Gâtinais;308
45046;Boulay-les-Barres;1052
45047;Bouzonville-aux-Bois;410
45049;Bouzy-la-Forêt;1223
45050;Boynes;1323
45051;Bray-Saint-Aignan;1746
45052;Breteau;99
45053;Briare;5113
45054;Briarres-sur-Essonne;533
45055;Bricy;555
45056;Bromeilles;317
45058;Bucy-le-Roi;178
45059;Bucy-Saint-Liphard;202
45060;La Bussière;771
45061;Cepoy;2373
45062;Cercottes;1505
45063;Cerdon;909
45064;Cernoy-en-Berry;435
45065;Césarville-Dossainville;219
45066;Chailly-en-Gâtinais;682
45067;Chaingy;4047
45068;Châlette-sur-Loing;12728
45069;Chambon-la-Forêt;957
45070;Champoulet;59
45072;Chanteau;1631
45073;Chantecoq;505
45074;La Chapelle-Onzerain;113
45075;La Chapelle-Saint-Mesmin;10218
45076;La Chapelle-Saint-Sépulcre;226
45077;La Chapelle-sur-Aveyron;623
45078;Chapelon;251
45079;Le Charme;158
45080;Charmont-en-Beauce;338
45081;Charsonville;614
45082;Châteauneuf-sur-Loire;8416
45083;Château-Renard;2103
45084;Châtenoy;428
45085;Châtillon-Coligny;1862
45086;Châtillon-le-Roi;276
45087;Châtillon-sur-Loire;3126
45088;Chaussy;280
45089;Chécy;8808
45091;Chevannes;316
45092;Chevillon-sur-Huillard;1494
45093;Chevilly;2644
45094;Chevry-sous-le-Bignon;226
45095;Chilleurs-aux-Bois;2109
45096;Les Choux;530
45097;Chuelles;1222
45098;Cléry-Saint-André;3520
45099;Coinces;494
45100;Combleux;500
45101;Combreux;273
45102;Conflans-sur-Loing;357
45103;Corbeilles;1561
45104;Corquilleroy;2831
45105;Cortrat;80
45107;Coudroy;307
45108;Coullons;2274
45109;Coulmiers;555
45110;Courcelles-le-Roi;316
45111;Courcy-aux-Loges;453
45112;La Cour-Marigny;354
45113;Courtemaux;262
45114;Courtempierre;221
45115;Courtenay;3824
45116;Cravant;946
45118;Crottes-en-Pithiverais;325
45119;Dadonville;2384
45120;Dammarie-en-Puisaye;170
45121;Dammarie-sur-Loing;470
45122;Dampierre-en-Burly;1431
45123;Darvoy;1880
45124;Desmonts;173
45125;Dimancheville;109
45126;Donnery;2843
45127;Dordives;3263
45129;Douchy-Montcorbon;1355
45130;Dry;1411
45131;Échilleuses;385
45132;Égry;355
45133;Engenville;551
45134;Épieds-en-Beauce;1432
45135;Erceville;299
45136;Ervauville;554
45137;Escrennes;724
45138;Escrignelles;50
45139;Estouy;494
45141;Faverelles;166
45142;Fay-aux-Loges;3811
45143;Feins-en-Gâtinais;32
45144;Férolles;1136
45145;Ferrières-en-Gâtinais;3750
45146;La Ferté-Saint-Aubin;7318
45147;Fleury-les-Aubrais;21438
45148;Fontenay-sur-Loing;1693
45149;Foucherolles;286
45150;Fréville-du-Gâtinais;180
45151;Gaubertin;250
45152;Gémigny;214
45153;Germigny-des-Prés;705
45154;Gidy;2029
45155;Gien;13387
45156;Girolles;594
45157;Givraines;417
45158;Gondreville;318
45159;Grangermont;182
45160;Greneville-en-Beauce;691
45161;Griselles;810
45162;Guigneville;528
45164;Guilly;660
45165;Gy-les-Nonains;606
45166;Huêtre;282
45167;Huisseau-sur-Mauves;1739
45168;Ingrannes;547
45169;Ingré;9755
45170;Intville-la-Guétard;171
45171;Isdes;538
45173;Jargeau;4662
45174;Jouy-en-Pithiverais;260
45175;Jouy-le-Potier;1567
45176;Juranville;421
45177;Laas;240
45178;Ladon;1385
45179;Lailly-en-Val;3098
45180;Langesse;82
45181;Léouville;91
45182;Ligny-le-Ribault;1247
45183;Lion-en-Beauce;128
45184;Lion-en-Sullias;387
45185;Lombreuil;301
45186;Lorcy;589
45187;Lorris;2997
45188;Loury;2548
45189;Louzouer;245
45191;Le Malesherbois;8005
45193;Marcilly-en-Villette;2168
45194;Mardié;3011
45195;Mareau-aux-Bois;560
45196;Mareau-aux-Prés;1629
45197;Marigny-les-Usages;1818
45198;Marsainvilliers;306
45199;Melleroy;497
45200;Ménestreau-en-Villette;1388
45201;Mérinville;174
45202;Messas;1013
45203;Meung-sur-Loire;6567
45204;Mézières-lez-Cléry;852
45205;Mézières-en-Gâtinais;257
45206;Mignères;319
45207;Mignerette;373
45208;Montargis;15061
45209;Montbarrois;299
45210;Montbouy;730
45212;Montcresson;1252
45213;Montereau;630
45214;Montigny;238
45215;Montliard;237
45216;Mormant-sur-Vernisson;128
45217;Morville-en-Beauce;164
45218;Le Moulinet-sur-Solin;120
45219;Moulon;188
45220;Nancray-sur-Rimarde;572
45222;Nargis;1449
45223;Nesploy;364
45224;Neuville-aux-Bois;4981
